"id","t","y","pcap","pc","emp","unemp"
"32",2,1,22.1150394113927,18792.09,38330.02,1181.9,5
"33",2,1,22.8505572936218,19414.85,39246.83,1278.6,6.5
"34",2,1,22.3156952692623,20212.42,44189.19,1337.8,6.9
"35",3,1,20.9534279257757,7613.26,19749.63,536.2,5
"36",3,1,21.7223226714482,7982.03,20636.47,551,5.4
"37",3,1,20.9257933338401,8309.01,21245.48,581.5,4.6
"38",3,1,21.5401683482939,8399.59,21654.02,614.5,4.1
"39",3,1,20.8401992221261,8512.05,22635.84,640.7,4.8
"40",3,1,21.4195150214673,8651.26,23519.27,623.8,9.5
"41",3,1,21.6835629561973,8921.91,26158.59,660,7.1
"42",3,1,21.5120028953767,9234.85,26716.93,695.6,6.6
"43",3,1,20.8152496197965,9374.54,27428.45,732.7,6.4
"44",3,1,21.5960580640701,9554.83,28394.22,749.4,6.2
"45",3,1,21.6942586347109,9705.24,29476.51,742.3,7.6
"46",3,1,21.7716327451602,9872.87,31235.95,740.1,9.1
"47",3,1,21.9713729032376,9919.35,32008.74,720.1,9.8
"48",3,1,21.373639717948,9861.76,32385.62,741.3,10
"49",3,2,23.2307719373372,9754.55,32625.51,780.2,8.9
"50",3,2,23.7306895258357,9675.47,33229.46,797.1,8.7
"51",3,2,23.0056593751941,9787.2,32889.3,813.8,8.7
"52",4,2,26.3181640923591,128545.36,172791.92,6946.2,7.2
"53",4,2,25.820822927517,132263.33,180864.28,6917,8.8
"54",4,2,25.2842770907726,134451.52,187587.86,7209.9,7.6
"55",4,2,24.5047982010212,135988.4,193535.82,7621.9,7
"56",4,2,25.4462321141235,136827.29,204096.43,7834.3,7.7
"57",4,2,25.6218826970076,138487.39,213216.84,7847.2,9.9
"58",4,2,25.0033553040316,139514.18,221958.93,8154.2,9.2
"59",4,2,25.5982842473443,139910.22,226544.27,8599.7,8.2
"60",4,2,25.7681032540764,139408.84,233936.43,9199.8,7.1
"61",4,2,25.2995404345682,140217.32,243776.26,9664.6,6.2
"62",4,2,26.0534699572268,139776.97,255305.95,9848.8,6.8
"63",4,2,25.5269361381182,139662.44,286402.55,9985.3,7.4
"64",4,2,25.936639880095,139232.39,297844.03,9810.3,9.9
"65",4,2,24.5460224560427,138535.66,305210.16,9965.8,9.7
"66",4,2,26.2471531026753,138101.55,312008.57,10574,7.8
"67",4,2,26.9206524475581,138170.93,324335.15,10979,7.2
"68",4,2,26.2959942310411,139042.68,363779.7,11258,6.7
"69",5,2,21.9749340021784,11402.52,23709.75,750.2,4.4
"70",5,2,22.4369029858763,11682.06,25186.8,787,4
"71",5,2,22.8693639003387,12010.91,26010.17,869.4,3.6
"72",5,2,22.021348355699,12473.28,27387.44,936,3.4
"73",5,2,22.0066059692184,12964.14,28763.31,959.7,3.8
"74",5,2,22.4592223326817,13483.92,29939.43,963.5,6.9
"75",5,2,22.5045012471727,14090.24,34680.9,1003.4,5.9
"76",5,2,22.2389958260802,14736.89,35116.03,1058.1,6.2
"77",5,2,22.1197230484747,15240.49,36213.58,1150,5.6
"78",5,2,23.2714974074239,15711.11,37674.72,1218,4.8
"79",5,2,22.5034099501626,16272.57,39349.98,1251.1,5.9
"80",5,2,22.7631207932694,16692.71,45660.95,1295.2,5.5
"81",5,2,23.1272302808647,17027.51,47010.56,1316.6,7.7
"82",5,2,22.8228368744555,17388.99,47724.11,1327.2,6.6
"83",5,2,22.2338728277287,17785.25,48372.91,1402.3,5.6
"84",5,2,23.020541769014,18327.11,49793.31,1418.7,5.9
"85",5,2,22.0895124387536,18889.54,47485.05,1408.3,7.4
"86",6,2,22.3281439472642,15865.66,24082.38,1197.5,5.6
"87",6,2,21.7010504419368,16559.99,25147.44,1164.3,8.9
"88",6,2,22.3665784777801,17346.79,26191.58,1190.4,8.2
"89",6,2,22.4966705963676,17803.12,27301.99,1238.7,5.7
"90",6,2,22.2961096305903,18225.2,28832.91,1264,6.2
"91",6,2,21.5837600278208,18686.78,30306.1,1223.4,9.1
"92",6,2,22.35265757066,18871.06,27628.42,1239.7,9.5
"93",6,2,22.4446567251135,18798.54,28268.33,1282.3,7
"94",6,2,22.5543841015781,18566.24,29207.04,1346.1,5.3
"95",6,2,22.7825374724958,18487.06,30449.45,1398,5.1
"96",6,2,22.3362149457381,18385.98,31844.08,1426.8,5.9
"97",6,3,21.8277467388627,18271.34,31895.65,1438.7,6.2
"98",6,3,22.7991072882946,18030.08,32967.44,1429.8,6.9
"99",6,3,21.1531888626591,17739.88,33668.53,1446.5,6
"100",6,3,23.2569755264774,17494.36,34439.31,1520.5,4.6
"101",6,3,22.6168248592612,17317.13,35816.37,1562.3,4.9
"102",6,3,22.5636802710392,17290.61,40413.22,1604.2,3.8
"103",7,3,19.6035467064978,4250.95,6108.14,216.8,4.8
"104",7,3,20.7267015606691,4405.91,6361.22,224.9,5.7
"105",7,3,19.3845670074858,4560.71,6602.65,232.4,4.7
"106",7,3,19.5855467725262,4725.12,6892.09,239.4,4.6
"107",7,3,20.9624799863901,4927.52,7263.84,233.1,6
"108",7,3,19.9415279417767,4988.37,7624.03,229.9,9.7
"109",7,3,20.240615741528,4959.87,7706.19,236.7,8.9
"110",7,3,19.615155127883,4958.47,7845.75,238.8,8.4
"111",7,3,20.9753131862579,4954.21,8100.95,247.8,7.5
"112",7,3,19.7157082247191,4936.91,8435.96,256.7,8
"113",7,3,19.9854808295374,4868.74,8811.38,259.2,7.7
"114",7,3,19.7282874024563,4825.97,9049.52,259.2,7.9
"115",7,3,20.3432275096167,4786.37,9327.72,259.2,8.5
"116",7,3,20.7983058249082,4768.17,9486.76,266.1,8.1
"117",7,3,21.0959032593758,4743.86,9630.61,280,6.2
"118",7,3,20.5906056234084,4731.49,9921.23,293.4,5.3
"119",7,3,21.1748946065742,4716.73,10655,303.2,4.3
"120",8,3,22.1567691935309,29696.86,57178.05,2152.1,4.4
"121",8,3,22.5877935012012,30683.09,60238.01,2276.4,4.9
"122",8,3,22.7196588613239,32089.12,62873.97,2513.1,4.5
"123",8,3,22.2282219652033,33480.99,66432.27,2778.6,4.3
"124",8,3,23.1166819380253,34650.29,70452.68,2863.8,6.2
"125",8,3,22.7356387625547,36103.75,73809.64,2746.4,11
"126",8,3,23.854237778836,37942.61,87196.5,2784.3,9
"127",8,3,23.680114743894,39393.89,88699.63,2933.2,8.2
"128",8,3,23.5042600993489,40859.4,91517.51,3180.6,6.6
"129",8,3,24.5754931626159,42107.13,95108.5,3381.2,6
"130",8,3,23.653907938615,43192.98,99248.64,3576.2,5.9
"131",8,3,23.0992497223045,44311.68,108486.86,3736,6.8
"132",8,3,24.489588507111,45492,111867.96,3761.9,8.2
"133",8,3,23.6434611192396,47116.82,113951.55,3905.4,8.6
"134",8,3,24.1833213891036,48538.98,116417.2,4204.2,6.3
"135",8,3,23.7584841763715,50336.63,120719.68,4410,6
"136",8,3,24.4266013886721,52309.37,135673.02,4599.4,5.7
"137",9,3,23.1883028112325,18270.44,41597.8,1557.5,4.1
"138",9,3,23.0385154918977,19275.62,43732.94,1602.9,3.9
"139",9,3,22.4065268256429,20167.45,45402.82,1695.2,4.1
"140",9,3,23.2832333171361,21015.05,47422.01,1802.5,3.9
"141",9,3,23.4062507035748,21882.27,49969.83,1827.5,5
"142",9,3,23.4085280592357,22713.54,52261.84,1755.7,8.6
"143",9,3,23.4699668314979,23556.37,56287.82,1839.1,8.1
"144",9,3,22.0438799903443,24124.15,56992.14,1926.4,6.9
"145",9,4,22.9190371693565,24622.13,58642.67,2050.1,5.7
"146",9,4,23.8437769089452,25631.2,60866.47,2127.5,5.1
"147",9,4,21.9191823484472,26685.37,63341.08,2159.4,6.4
"148",9,4,24.0450334990632,27546.85,67537.87,2198.6,6.4
"149",9,4,23.3303822791635,28209.03,69347.75,2201.5,7.8
"150",9,4,23.4305894315973,28996.86,70436.24,2279.5,7.5
"151",9,4,22.078855273144,29702.75,71624.33,2448.7,6
"152",9,4,23.5651644587295,30068.26,73979.66,2569.8,6.5
"153",9,4,22.2032090761807,30991.33,83458.28,2672.4,5.9
"154",10,4,19.9619681774552,3410.22,9202.07,207.8,5.8
"155",10,4,21.2115388337678,3579.67,9488.47,217.1,6.3
"156",10,4,20.5500624538228,3676.22,9756.4,236.5,6.2
"157",10,4,20.513686258613,3737.66,10251.95,251.7,5.6
"158",10,4,20.13776566402,3813.94,10725.66,266.8,6
"159",10,4,21.3527875041011,3942.37,11134.59,273,6.2
"160",10,4,20.2433264858256,4105.58,12401.79,291,5.7
"161",10,4,20.2567692740973,4255.84,12498.22,307.4,6.1
"162",10,4,20.1830219297624,4398.05,12813.38,331.3,5.6
"163",10,4,20.8186057941847,4522.19,13264.09,338,5.6
"164",10,4,21.2275619154358,4605.7,13771.17,330,7.9
"165",10,4,20.995769841211,4667.31,13808.97,327.8,7.5
"166",10,4,20.873705431007,4699.95,14020.3,312.2,9.9
"167",10,4,21.6339273574217,4710.03,14028.64,317.9,9.8
"168",10,4,20.3535981168168,4769.76,14049.02,330.5,7.2
"169",10,4,20.7411192653296,4819.32,14290.67,336,8
"170",10,4,20.9396739314153,4890.92,13612.16,328.2,8.7
"171",11,4,22.9308310175624,52197.49,114860.83,4345.6,4.1
"172",11,4,23.6580270822145,53805.62,119783.11,4296.4,5.1
"173",11,4,23.4907258231189,55540.36,124239.59,4314.8,5.1
"174",11,4,24.5664730243023,57288.3,129514.1,4466.9,4.1
"175",11,4,24.10521151328,58984.18,136292.35,4545.7,4.5
"176",11,4,24.1012850611119,60139.25,142558.62,4418.9,7.1
"177",11,4,25.1795477269525,61104.4,140831.43,4565.7,6.5
"178",11,4,24.0724600695909,62200.83,146285.62,4655.5,6.2
"179",11,4,23.3416215931766,63096.48,150855.46,4788.8,6
"180",11,4,25.0043717466033,63642.81,156751.98,4880,5.5
"181",11,4,24.2710943191186,64003.03,163355.48,4850.3,8.3
"182",11,4,24.7498985671992,64549.3,150688.85,4732.3,8.5
"183",11,4,24.0276858192475,65064.2,154806.13,4593.3,11
"184",11,4,24.644215150183,64751.99,157095.8,4530.6,11
"185",11,4,24.9637858028421,64460.25,159388,4672.3,9.1
"186",11,4,24.6092085617806,64487.38,164794.5,4755.3,9
"187",11,4,24.0060563905099,64726.05,161198.99,4790.7,8.1
"188",12,4,23.8377865054886,20813.65,63646.79,1849,5
"189",12,4,23.7458424769872,21665.6,65528.57,1841.1,5.7
"190",12,4,23.8680700559505,22368.04,67722.97,1921.9,4.5
"191",12,4,24.3105554640546,23230.94,70189.83,2028.1,4.2
"192",12,4,22.2227261540197,23652.3,73448.9,2031.4,5.9
"193",12,5,23.582780805994,23945.55,76823.26,1941.7,8.6
"194",12,5,23.9932496032627,24259.12,74736.15,2023.8,6.1
"195",12,5,23.1293353886016,24506.31,77477.95,2114,5.7
"196",12,5,24.5267889986303,24639.62,79763.07,2205.5,5.7
"197",12,5,23.7952219437084,24744.99,82742.13,2236.3,6.4
"198",12,5,23.4941469418205,24799.68,86012.21,2129.5,9.6
"199",12,5,22.5316119402308,24976.64,80364.43,2114.4,10
"200",12,5,23.8479325825446,25108.79,82361.44,2028,12
"201",12,5,22.9153123631854,24983.98,83359.59,2029.5,11
"202",12,5,22.7098857744519,24835.6,83946.98,2122.3,8.6
"203",12,5,24.0656024011252,24905.94,85849.71,2168.6,7.9
"204",12,5,23.4747699480879,24924.85,87053.98,2221.8,6.8
"205",13,5,22.1760957389884,14728.51,33400.46,876.9,3.7
"206",13,5,22.2962318494743,15311.03,34819.44,882.7,4.2
"207",13,5,22.4173692219978,15657.48,35846.9,912.3,3.6
"208",13,5,22.2410678270974,16006.47,37693.89,961.3,2.9
"209",13,5,21.6471695956642,16159.2,39460.57,999,3
"210",13,5,22.3114323421691,16414.32,41068.52,998.7,4.3
"211",13,5,22.9830468030667,16766.52,43868.88,1036.9,4
"212",13,5,22.9265394497532,17166.76,46649.69,1079.2,4
"213",13,5,22.3973056957474,17407.43,47977.54,1119.2,4
"214",13,5,22.7044061591201,17722.68,49653.76,1131.7,4.1
"215",13,5,22.9733312089146,17928.92,51530.31,1109.9,5.8
"216",13,5,22.1275365470093,18050.52,47985.77,1088.6,6.9
"217",13,5,21.9757361771552,18141.76,48698.55,1041.9,8.5
"218",13,5,22.2328020289644,18240.5,48731.5,1040.4,8.1
"219",13,5,21.8352765375487,18203.48,48741.81,1074.7,7
"220",13,5,22.0604028728043,18288.61,49781.83,1074.2,8
"221",13,5,21.761824973525,18436.18,43209.95,1073.8,7
"222",14,5,22.3877981530882,11115.57,33207.74,678.8,4.8
"223",14,5,21.9494069321788,11595.03,34117.09,677.8,5.5
"224",14,5,21.7322843632701,11854.06,34862.71,717.5,4
"225",14,5,22.5698933650308,12137.4,36179.12,763.3,3.1
"226",14,5,21.9660751243076,12412.46,37588.65,790,3.5
"227",14,5,21.8230154742334,12792.34,38828.22,801.2,4.6
"228",14,5,22.4021566505146,13023.89,41282.58,834.8,4.2
"229",14,5,21.6549574292337,13386.6,41246.04,871,4.1
"230",14,5,22.2141251868727,13726.24,42277.86,912.5,3
"231",14,5,21.6814231161694,14157.68,43689.61,946.8,3.4
"232",14,5,22.221768635213,14479.94,45281.71,944.7,4.5
"233",14,5,22.4735261473296,14855.02,47858.83,949.7,4.2
"234",14,5,22.2461841393529,15082.15,49569.38,921.4,6.3
"235",14,5,21.5173590660369,15062.88,49688.66,921.6,6.1
"236",14,5,22.3071341523366,15116.06,49959.27,960.8,5.2
"237",14,5,22.3462081928606,15145.49,51037.85,967.9,5
"238",14,5,22.5101742030294,15216.66,51347.26,984.8,5.4
"239",15,5,22.51338196549,16035.09,30525.64,910.1,5
"240",15,5,21.8730597603888,16706.92,31822.72,931.5,5.5
"241",15,6,22.6066294582887,17169.23,32994.5,988.3,4.8
"242",15,6,22.9867171406021,17697.13,34039.58,1038.6,4.4
"243",15,6,22.1225154216751,18263.75,35741.89,1065.9,4.5
"244",15,6,23.4652643431404,18624.45,37366.28,1057.6,7.3
"245",15,6,22.9336501173246,18945.26,41587.55,1103.1,5.6
"246",15,6,22.8323565954297,19294.6,42985.92,1148.3,4.7
"247",15,6,21.8990492366074,19572.86,44402.66,1209.9,5.2
"248",15,6,23.2045128997354,19948.68,46082.95,1245.4,5.6
"249",15,6,22.4305165944247,20585.01,47878.44,1210,8
"250",15,6,21.9224950831017,21116.39,47983.96,1196,8.4
"251",15,6,23.3631086488114,21308.34,49141.96,1160.7,11
"252",15,6,22.705592137808,21162.34,49720.78,1152.3,12
"253",15,6,22.3362376481203,21032.34,50066.78,1213.8,9.3
"254",15,6,22.6947312635828,21052.49,51135.28,1250.3,9.5
"255",15,6,22.6859713224481,20959.34,51911.38,1274.1,9.3
"256",16,6,22.7796313873591,19638.31,97802.38,1033.6,6.6
"257",16,6,22.2924255550558,20066.64,99483.9,1055.9,7
"258",16,6,22.9608273930155,20887.68,100299.59,1128.6,6.1
"259",16,6,23.6078115400118,21408.2,101336.45,1176.1,6
"260",16,6,23.5738840158056,21787.15,103761.88,1220.8,6.7
"261",16,6,22.9017403287547,22175.86,106564.55,1249.5,7.4
"262",16,6,22.8782943473425,22682.17,100358.47,1314.4,6.8
"263",16,6,23.2592933457817,23389.41,102931.73,1364.6,7
"264",16,6,22.3806742767261,24102.46,106574.97,1463.5,7
"265",16,6,22.6899335309287,24446.12,111082.3,1517.4,6.7
"266",16,6,22.8153060531436,24568.45,117127.42,1578.9,6.7
"267",16,6,22.6936160843188,24789.76,117911.54,1630.5,8.4
"268",16,6,22.7812884700715,25087,124453.54,1607,10
"269",16,6,22.4528986754885,25422.96,128610.28,1565.2,12
"270",16,6,23.3088391618661,25932.73,130129.72,1601.5,10
"271",16,6,22.9071884736938,26477.79,133300.12,1591.2,12
"272",16,6,22.5497442651145,26617.47,134624.42,1518.5,13
"273",17,6,21.285337977413,3868.87,9305.13,332.2,5.7
"274",17,6,20.6236999140419,3999.86,9582.6,332.3,7.6
"275",17,6,20.5425337148462,4167.61,9906.21,343.7,7
"276",17,6,20.8779790396315,4272.26,10255.45,354.8,5.9
"277",17,6,19.7629899801111,4394.33,10747.95,361.5,6.7
"278",17,6,20.4017928013935,4529.86,11224.5,356.9,10
"279",17,6,19.7330234232856,4593.66,11017.15,375.3,8.9
"280",17,6,20.61977964751,4662.84,11201.57,387.8,8.4
"281",17,6,20.548060500983,4813.68,11494.06,405.6,6.2
"282",17,6,20.3393007947615,4931.13,11929.56,415.9,7.2
"283",17,6,19.6199344235766,4991.87,12404.6,418.3,7.8
"284",17,6,20.3674810417521,5009.05,11733.6,419.2,7.2
"285",17,6,20.4220295851185,4976.6,12095.07,415.5,8.6
"286",17,6,20.5258790264441,4952.99,12308.54,425,9
"287",17,6,20.7852951843092,4941.74,12475.82,445.7,6.1
"288",17,6,20.9992838151531,4942.55,12817.15,458.4,5.4
"289",17,7,21.7057163570163,4939.7,13919.23,477.4,5.3
"290",18,7,23.1922066105247,19145.01,29115.59,1349.2,3.3
"291",18,7,22.3786094355154,20023.61,30631.2,1371.5,4.2
"292",18,7,23.7158514778949,21126.69,31964.23,1415,4.7
"293",18,7,23.1978682420456,22060.79,33413.53,1471.5,3.5
"294",18,7,23.0938590896679,23017.84,35364.63,1493.6,3.7
"295",18,7,22.327548257703,24189.5,37135.88,1479.3,6.9
"296",18,7,23.298045412077,25322.85,35089.36,1498.3,6.8
"297",18,7,22.637870493994,26238.15,35875.05,1545.6,6.1
"298",18,7,22.2238314249474,26910.22,37068.32,1625.8,5.6
"299",18,7,23.5701070882096,27644.44,38627.83,1691.3,5.9
"300",18,7,23.0360742967146,28081.96,40397.33,1711.8,6.5
"301",18,7,22.8488123302273,28715.84,40578.02,1715.8,7.3
"302",18,7,22.9239271424969,28850.43,41844.34,1675.8,8.4
"303",18,7,23.2444383650425,29101.83,42589.53,1724.1,6.9
"304",18,7,22.9703214861805,29214.12,43493.99,1814,5.4
"305",18,7,22.5208549221204,29451.52,45119.15,1887.8,4.6
"306",18,7,23.1327405814593,29577.46,49257.92,1952,4.5
"307",19,7,23.6810911558376,21923.28,37917.57,2243.5,4.6
"308",19,7,23.6455285142977,23177.83,39727.03,2211.4,6.6
"309",19,7,23.2712015290391,24385.09,41461.37,2251.7,6.4
"310",19,7,23.2486613918218,25765.21,43388.76,2333.5,6.7
"311",19,7,23.6174779092564,27100.33,45943.04,2353.7,7.2
"312",19,7,22.7897498645828,28204.28,48221.47,2273.1,11
"313",19,7,22.9369986079513,28752.82,45024.55,2323.5,9.5
"314",19,7,23.1335113273142,29171.97,46061.69,2416,8.1
"315",19,7,22.7676125231075,29202.12,47564.53,2526.3,6.1
"316",19,7,23.160365181578,29455.5,49564.81,2603.5,5.5
"317",19,7,22.8877353862879,29999.21,51862.37,2652.2,5.6
"318",19,7,23.9459125118805,30166.12,54146.22,2668.3,6.4
"319",19,7,23.5731305030113,30190.87,55990.97,2638,7.9
"320",19,7,23.3940928952962,30221.77,57244.08,2692.5,6.9
"321",19,7,24.2704763650978,30352.69,58684.77,2851.8,4.8
"322",19,7,23.6168244069966,30497.51,61180.21,2926,3.9
"323",19,7,23.3129957312957,30795.56,69574.24,2984.8,3.8
"324",20,7,24.3090980964671,44684.82,84755.95,2999,6.7
"325",20,7,23.5895364295155,45993.77,87827.03,2995,7.6
"326",20,7,24.1339828156629,46772.91,91039.26,3118.9,7
"327",20,7,23.6395830515228,47923.55,94302.49,3284.3,5.8
"328",20,7,24.096027572613,48793.43,99072.42,3277.6,8.7
"329",20,7,24.4077617243364,49789.59,103711.23,3136.6,13
"330",20,7,24.2327812429663,50687.49,104330.83,3283,9.4
"331",20,7,23.5522605291578,51302.34,106687.08,3442.3,8.2
"332",20,7,24.3588792499792,51494.34,109995.68,3609.4,6.9
"333",20,7,24.3628233900907,51707.36,114436.69,3637.1,7.8
"334",20,7,24.4919334027191,51922.35,119398.08,3442.8,12
"335",20,7,24.6640450525158,52276.4,112346.2,3364.4,12
"336",20,7,23.3650817563423,51955.88,115911.34,3193.3,16
"337",20,8,23.9169444372661,51305.62,118105.75,3223.1,14
"338",20,8,24.4854533611752,50724.55,119778.97,3381,11
"339",20,8,23.6221696248997,50392.79,123249.89,3561.5,9.9
"340",20,8,25.0834482464155,49879.29,125148.83,3657.3,8.8
"341",21,8,23.38234703505,21948.43,43287.56,1315.3,4.2
"342",21,8,22.9828367239881,23056.36,45132.89,1310.2,4.4
"343",21,8,22.1723133410406,24023.53,46882.97,1357.1,4.3
"344",21,8,23.4117014126559,24731.18,48841.94,1436.1,4.4
"345",21,8,22.834350971243,25333.93,51426.02,1481,4.3
"346",21,8,22.4106968450987,25910.97,53798.39,1474.4,5.9
"347",21,8,23.5228041437446,26485.99,49634.58,1520.9,5.9
"348",21,8,23.3033842664987,27080.21,51784.08,1597.3,5.1
"349",21,8,22.7283930230436,27464.67,53517.11,1689.3,3.8
"350",21,8,23.1376165226308,27832.95,55679.83,1767,4.2
"351",21,8,23.0256426625566,28055.27,58050.22,1770.2,5.9
"352",21,8,23.0449012681821,28460.94,58041.33,1761.3,5.5
"353",21,8,22.1159141892015,28590.72,59374.92,1707.3,7.8
"354",21,8,23.1717077356822,28694.1,59871.42,1718.4,8.2
"355",21,8,23.8404166022934,28718.02,60369.4,1819.8,6.3
"356",21,8,23.5184548632375,28959.43,61935.21,1864.8,6
"357",21,8,22.8411708012165,29241,60525.85,1892.5,5.3
"358",22,8,21.7129839239348,10016.07,22569.14,583.9,4.8
"359",22,8,22.0747539393582,10497.82,23557.96,602.2,4.8
"360",22,8,21.2689921046506,10844.14,24157.5,649.3,3.9
"361",22,8,21.5122430621108,11076.23,24473.04,693.2,3.6
"362",22,8,21.7787380602586,11239.45,25485.57,710.8,4.1
"363",22,8,21.3534210036824,11515.56,26426.83,692.3,8.3
"364",22,8,21.524837215531,11799.74,28130.16,727.5,6.6
"365",22,8,21.2811903115236,12061.45,28447.98,765.9,7.4
"366",22,8,22.4319195780719,12274.39,29243.06,813.7,7.1
"367",22,8,21.9725914449449,12384.91,30326.78,838.1,5.8
"368",22,8,21.8178929661175,12454.04,31541.4,829.3,7.5
"369",22,8,22.453938434013,12547.36,32193.92,819.1,8.3
"370",22,8,21.9355875027323,12603.35,33198.66,790.9,11
"371",22,8,21.4603380763778,12613.88,33751.34,792.8,13
"372",22,8,22.3891630199556,12509.37,34052.06,820.8,11
"373",22,8,21.6151070434086,12430.11,34822.24,838.9,10
"374",22,8,22.1333110693498,12411.36,34116.19,848.2,12
"375",23,8,22.2287349965537,19464.98,43905.35,1668,3.3
"376",23,8,22.6250276707804,20393.17,46044.28,1660.8,4.9
"377",23,8,23.0911332841255,21288.19,47785.13,1700.1,4.2
"378",23,8,22.8969957604138,22079.1,49585.63,1770.6,3.7
"379",23,8,22.1516032773326,22475.35,52270.92,1789.5,4.5
"380",23,8,22.868412745982,22839.32,54632.86,1740.6,6.2
"381",23,8,22.9101119184271,23032.56,54083.75,1797.8,6.2
"382",23,8,23.2088074644203,23236.14,55279.22,1861.8,5.9
"383",23,8,23.4570628768511,23393.53,56916.63,1953.1,5
"384",23,8,22.5466767083049,23545.2,59048.79,2011.1,4.5
"385",23,9,22.3728156810733,23670.64,61409.73,1969.8,7.2
"386",23,9,23.4258440187046,23947.15,61738.44,1956.3,7.7
"387",23,9,21.7745961726166,24084.48,63186.99,1922.4,9.2
"388",23,9,23.8480422878357,23957.04,63907.08,1937,9.9
"389",23,9,23.1452003770398,23782.61,64752.02,2032.7,7.2
"390",23,9,22.8807798552867,23761.7,66783.29,2094.7,6.4
"391",23,9,21.7803493620731,23855.97,68087.26,2142.6,6.1
"392",24,9,21.074040183481,4782.64,14320.39,199.1,5.5
"393",24,9,19.794169996801,4956.96,14461.39,204.8,6.3
"394",24,9,20.1573548824847,5095.7,14730.06,215.3,6.2
"395",24,9,21.0994522058472,5241.43,15347.47,224.2,6.3
"396",24,9,20.4491399543773,5420.38,15871.08,234,6.7
"397",24,9,20.5016239252007,5487.68,16347.55,238.1,6.4
"398",24,9,20.1886262513296,5536.46,18140.99,251.1,6.1
"399",24,9,20.9533521063068,5628.09,18199.92,264.8,6.4
"400",24,9,20.2202698368216,5756.96,18653.37,280.4,6.2
"401",24,9,19.8639000935496,5871.16,19264.06,283.8,5.1
"402",24,9,20.3349661302405,5945.22,19941.84,280.4,6.1
"403",24,9,20.9353876662047,6004.93,19265.48,281.8,6.9
"404",24,9,20.9180929374311,6027.25,19724.98,273.7,8.6
"405",24,9,20.5798435233703,5967.63,19877.97,276,8.8
"406",24,9,20.522779952167,5957.83,19888.7,281.1,7.4
"407",24,9,21.0630460562602,6024.85,20199.1,279.1,7.7
"408",24,9,20.0405023489341,6117.91,19414.55,275.4,8.1
"409",25,9,20.5525084812001,9235.03,19160.51,484.3,3.1
"410",25,9,20.9671340121904,9759.43,19747.34,490.8,3.6
"411",25,9,20.3730784570875,10291.33,20268.79,517,3.4
"412",25,9,20.8609091066954,10785.36,21324.54,541.3,3.3
"413",25,9,20.5812088382771,11293.48,22286.74,562.1,3.8
"414",25,9,21.7952616965464,11814.03,23106.64,557.8,4.2
"415",25,9,21.3153281838947,12436.57,24592.23,572.1,3.3
"416",25,9,21.1921222496117,12902.62,24992.27,593.7,3.7
"417",25,9,21.9532435857443,13482.42,25629.4,609.9,3
"418",25,9,21.29482703065,14181.26,26477.07,631.2,3.2
"419",25,9,20.9216389895701,14619.96,27424.29,627.6,4.1
"420",25,9,21.8000243703955,14897.42,29177.88,623.2,4.1
"421",25,9,20.7562614329256,15039.75,29566.74,609.8,6.1
"422",25,9,21.353956145288,15088.99,29555.66,610.8,5.7
"423",25,9,20.8049768455982,15027.98,29573.43,635.4,4.4
"424",25,9,21.5956232590596,14981.5,30189.6,650.5,5.5
